Código modular,Nombre de IE,Nivel / Modalidad,Gestión / Dependencia,Dirección de IE,Departamento / Provincia / Distrito,Alumnos (Censo educativo 2019),Docentes (Censo educativo 2019),Secciones (Censo educativo 2019)
1400019,PEDRO PAULET,Secundaria,Pública - Sector Educación,JIRON LIBERTADORES,Huancavelica / Huancavelica / Huando,73,6,5
1400027,RIGOBERTO CALLE ESCOBAR,Secundaria,Pública - Sector Educación,CARRETERA HUANCAVELICA-NUEVO OCCORO S/N,Huancavelica / Huancavelica / Huando,44,9,5
1059864,RICARDO PALMA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Huancavelica / Yauli,102,9,5
421271,SAN FRANCISCO DE ASIS,Secundaria,Pública - Sector Educación,AVENIDA MANUEL CANDAMO S/N,Huancavelica / Acobamba / Acobamba,628,58,28
569947,MARISCAL CACERES,Secundaria,Pública - Sector Educación,AVENIDA 9 DE MAYO S/N,Huancavelica / Acobamba / Acobamba,69,8,5
600692,NUESTRA SEÑORA DE LA CANDELARIA,Secundaria,Pública - Sector Educación,AVENIDA MANUEL CANDAMO S/N,Huancavelica / Acobamba / Acobamba,372,33,16
1060078,SERGIO QUIJADA JARA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Acobamba,109,17,8
421321,NUESTRA SEÑORA DE COCHARCAS,Secundaria,Pública - Sector Educación,CALLE CUZCO S/N,Huancavelica / Acobamba / Paucara,629,51,50
740373,TUPAC AMARU II,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Paucara,55,8,5
1058288,MIGUEL GRAU SEMINARIO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Paucara,122,21,9
1058247,CESAR VALLEJO MENDOZA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Paucara,65,8,5
537704,JOSE MARIA ARGUEDAS,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Pomacocha,96,14,6
579987,JORGE CHAVEZ,Secundaria,Pública - Sector Educación,AVENIDA PERU S/N,Huancavelica / Acobamba / Pomacocha,144,18,9
600932,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,AVENIDA CENTENERIO S/N,Huancavelica / Acobamba / Caja,87,9,5
1060276,CORAS,Secundaria,Pública - Sector Educación,MANZANAYOCC S/N,Huancavelica / Acobamba / Caja,108,18,9
740365,RAMON CASTILLA MARQUEZADO,Secundaria,Pública - Sector Educación,JIRON MARISCAL CASTILLA S/N,Huancavelica / Acobamba / Marcas,79,8,5
579979,CIRO ALEGRIA BAZAN,Secundaria,Pública - Sector Educación,AVENIDA ELVIRO CALDERON S/N,Huancavelica / Acobamba / Anta,125,16,7
637371,INCA GARCILAZO DE LA VEGA,Secundaria,Pública - Sector Educación,PROLONGACION LIBERTADORES S/N,Huancavelica / Acobamba / Rosario,146,18,8
1059203,DANIEL ALCIDES CARRION,Secundaria,Pública - Sector Educación,CALLE LIMA S/N,Huancavelica / Acobamba / Rosario,194,19,9
740357,MANUEL SCORZA TORRE,Secundaria,Pública - Sector Educación,BARRIO MANTARO S/N,Huancavelica / Acobamba / Andabamba,50,8,5
1106707,JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,MAYUNMARCA S/N,Huancavelica / Acobamba / Andabamba,158,19,9
1059252,ANDRES BELLO,Secundaria,Pública - Sector Educación,AVENIDA LOS LIBERTADORES S/N,Huancavelica / Acobamba / Andabamba,70,8,5
1402759,FEDERICO VILLARREAL,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Anta,99,12,5
1402676,PEDRO PAULET MOSTAJO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Acobamba / Pomacocha,65,10,6
1245109,VIRGEN DEL ROSARIO,Secundaria,Pública - Sector Educación,LOS INCAS,Huancavelica / Acobamba / Rosario,59,9,5
1245182,JUAN VELASCO ALVARADO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Paucara,49,8,5
1246586,JOSE ABELARDO QUIÑONES GONZALES,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Anta,154,20,10
1402684,SANTIAGO ANTUNEZ DE MAYOLO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Andabamba,84,9,5
421297,JOSE MARIA ARGUEDAS,Secundaria,Pública - Sector Educación,AVENIDA JOSE MARIA ARGUEDAS 291,Huancavelica / Angaraes / Lircay,692,52,26
571554,RICARDO PALMA,Secundaria,Pública - Sector Educación,AVENIDA RICARDO PALMA S/N,Huancavelica / Angaraes / Lircay,413,30,16
637223,CIRO ALEGRIA BAZAN,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Lircay,64,8,5
687863,TUPAC AMARU,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Lircay,66,12,5
600783,NUESTRA SEÑORA DEL CARMEN,Secundaria,Pública - Sector Educación,AVENIDA ESMERALDA 0148,Huancavelica / Angaraes / Lircay,714,55,28
1187871,SAN ANTONIO DE PADUA,Secundaria,Pública - Sector Educación,HUANCA HUANCA,Huancavelica / Angaraes / Huanca-huanca,149,13,7
802058,MIGUEL GRAU SEMINARIO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Lircay,122,10,6
571521,VICTOR RAUL HAYA DE LA TORRE,Secundaria,Pública - Sector Educación,TUCO,Huancavelica / Angaraes / Anchonga,88,11,5
802033,DANIEL ALCIDES CARRION,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Anchonga,320,26,14
740472,SEÑOR DE HUAYLLAY,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Huayllay Grande,120,16,7
802041,1 DE MAYO,Secundaria,Pública - Sector Educación,AVENIDA 30 DE OCTUBRE S/N,Huancavelica / Angaraes / Ccochaccasa,236,23,12
421354,JESUS NAZARENO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Julcamarca,121,15,7
572008,JOSE OLAYA BALANDRA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Congalla,73,8,5
637496,MARIANO MELGAR,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Congalla,95,12,5
1059054,JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Secclla,71,8,5
637462,SANTO TOMAS DE AQUINO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Santo Tomas de Pata,81,8,5
508077,ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,JIRON LOS HEROES S/N,Huancavelica / Angaraes / Secclla,167,20,10
1245828,CESAR VALLEJO MENDOZA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / San Antonio de Antaparco,67,8,5
1403435,CESAR VALLEJO,Secundaria,Pública - Sector Educación,CALLANMARCA,Huancavelica / Angaraes / Callanmarca,48,8,5
1403377,FEDERICO VILLARREAL,Secundaria,Privada - Particular,JIRON LIBERTAD 0138,Huancavelica / Angaraes / Lircay,123,8,5
1104892,JUAN VELASCO ALVARADO,Secundaria,Pública - Sector Educación,PARCO ALTO,Huancavelica / Angaraes / Anchonga,190,20,10
1059849,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Lircay,409,32,16
1246503,JOSE GALVEZ BARRENECHEA,Secundaria,Pública - Sector Educación,PARCO CHACAPUNCO,Huancavelica / Angaraes / Anchonga,201,20,10
1246545,JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,CCASCCABAMBA,Huancavelica / Angaraes / Ccochaccasa,81,9,5
1403443,JOSE ABELARDO QUIÑONES,Secundaria,Pública - Sector Educación,TOTORA PAMPA,Huancavelica / Angaraes / Anchonga,122,15,7
1105188,SAN MIGUEL,Secundaria,Pública - Sector Educación,AVENIDA 8 DE DICIEMBRE 118,Huancavelica / Castrovirreyna / Arma,40,10,5
510073,CESAR ABRAHAM VALLEJO MENDOZA,Secundaria,Pública - Sector Educación,AVENIDA MANCHEGO MUÑOZ 485,Huancavelica / Castrovirreyna / Aurahua,100,22,10
1058700,ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,PLAZA DE ARMAS,Huancavelica / Castrovirreyna / Aurahua,52,10,5
1059260,SAN JOSE,Secundaria,Pública - Sector Educación,JIRON SANTA CRUZ 228,Huancavelica / Castrovirreyna / Aurahua,37,8,5
492397,SAN JUAN BAUTISTA,Secundaria,Pública - Sector Educación,PARQUE PLAZA DE ARMAS 109,Huancavelica / Castrovirreyna / Capillas,40,10,5
587501,TUPAC AMARU,Secundaria,Pública - Sector Educación,AVENIDA TUPAC AMARU 241,Huancavelica / Castrovirreyna / Chupamarca,55,10,5
687913,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,CALLE PALCCA RUME,Huancavelica / Castrovirreyna / Chupamarca,32,10,5
275628,SAN CRISTOBAL,Secundaria,Pública - Sector Educación,JIRON LIBERTAD 100,Huancavelica / Castrovirreyna / Huachos,39,10,5
492405,SAN MARTIN DE PORRES,Secundaria,Pública - Sector Educación,JIRON LA NUEVA ESPERANZA 200,Huancavelica / Castrovirreyna / Huachos,54,8,5
1059146,JOSE MARIA ARGUEDAS,Secundaria,Pública - Sector Educación,PLAZA DE ARMAS,Huancavelica / Castrovirreyna / Huamatambo,33,10,5
1105469,SAN JUAN,Secundaria,Pública - Sector Educación,AVENIDA ASUNCION 205,Huancavelica / Castrovirreyna / San Juan,71,10,5
275651,FRANCISCO BOLOGNESI,Secundaria,Pública - Sector Educación,AVENIDA EL ANGEL 102-A,Huancavelica / Castrovirreyna / Tantara,51,10,5
1244946,SAGRADO CORAZON DE JESUS,Secundaria,Pública - Sector Educación,PLAZA DE ARMAS,Huancavelica / Castrovirreyna / Capillas,52,10,5
1246180,SAN ANTONIO DE COTAS,Secundaria,Pública - Sector Educación,AVENIDA PLAZA DE ARMAS 101,Huancavelica / Castrovirreyna / Arma,33,9,5
1059872,22 DE MAYO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Santa Ana,22,7,4
275602,SAN ROQUE,Secundaria,Pública - Sector Educación,AVENIDA LOS LIBERTADORES S/N,Huancavelica / Castrovirreyna / Castrovirreyna,164,17,10
1058296,LA VIRREYNA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Castrovirreyna,29,7,5
1058213,ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Castrovirreyna,46,10,5
1058254,VIRGEN DE LAS MERCEDES,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Castrovirreyna,21,10,5
1058171,SAN JOSE,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Capillas,39,10,5
687905,SAN FRANCISCO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Cocas,70,10,5
1058858,NIÑO JESUS,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Mollepampa,20,9,5
1058817,CESAR VALLEJO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Mollepampa,42,10,5
1105691,JAVIER PEREZ DE CUELLAR,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Mollepampa,48,10,5
1058890,SAN ISIDRO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Castrovirreyna,114,10,6
275669,LOS LIBERTADORES,Secundaria,Pública - Sector Educación,CALLE SAN JOSE S/N,Huancavelica / Castrovirreyna / Ticrapo,100,19,8
1058619,VIRGEN DE SANTUARIO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Ticrapo,22,7,5
1106426,VINCE QUISPE ANDIA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Castrovirreyna / Ticrapo,22,8,5
373217,ANTONIO RAIMONDI,Secundaria,Pública - Sector Educación,JIRON ANTONIO RAIMONDI 977,Huancavelica / Churcampa / Churcampa,355,35,18
637587,SAN CRISTOBAL,Secundaria,Pública - Sector Educación,SANTA ELENA S/N,Huancavelica / Churcampa / Anco,38,8,5
770727,ANDRES AVELINO CACERES,Secundaria,Pública - Sector Educación,CARRETERA VILLENA-COSME-LLACUA KM 16,Huancavelica / Churcampa / Cosme,236,21,11
802272,LA ESMERALDA,Secundaria,Pública - Sector Educación,AVENIDA AYACUCHO S/N,Huancavelica / Churcampa / Anco,150,17,10
569251,INGENIO,Secundaria,Pública - Sector Educación,PANAC S/N,Huancavelica / Churcampa / Chinchihuasi,124,14,7
802306,TUPAC AMARU,Secundaria,Pública - Sector Educación,ARMA PATACANCHA S/N,Huancavelica / Churcampa / Chinchihuasi,70,9,5
499749,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,AVENIDA EL CARMEN S/N,Huancavelica / Churcampa / El Carmen,169,19,9
802298,JOSE SANTOS CHOCANO,Secundaria,Pública - Sector Educación,JIRON JESUS SEDANO BALDEON S/N,Huancavelica / Churcampa / El Carmen,114,13,7
499442,CESAR VALLEJO,Secundaria,Pública - Sector Educación,JIRON OLIVAS ESCUDERO S/N,Huancavelica / Churcampa / Locroja,136,23,11
1059922,JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,JIRON ALBERTO FUJIMORI S/N,Huancavelica / Churcampa / Locroja,71,8,5
373241,SAN FRANCISCO,Secundaria,Pública - Sector Educación,JIRON SAN FRANCISCO S/N,Huancavelica / Churcampa / Paucarbamba,286,31,16
637611,JAVIER HERAUD,Secundaria,Pública - Sector Educación,AVENIDA CAJAMARCA 701,Huancavelica / Churcampa / San Pedro de Coris,168,21,10
687897,37510 JOSE ABELARDO QUIÑONES GONZALES,Secundaria,Pública - Sector Educación,AVENIDA GRAU S/N,Huancavelica / Churcampa / San Pedro de Coris,80,17,5
802264,JOSE MARIA ARGUEDAS,Secundaria,Pública - Sector Educación,PACHAMARCA S/N,Huancavelica / Churcampa / Pachamarca,80,9,5
1059880,AMAUTA,Secundaria,Pública - Sector Educación,MANZANAYOCC S/N,Huancavelica / Churcampa / Anco,194,18,9
1405521,JUAN VELASCO ALVARADO,Secundaria,Pública - Sector Educación,CARRETERA SOCOS-COTAY,Huancavelica / Churcampa / Cosme,121,9,6
1104652,NUEVO MILENIO,Secundaria,Pública - Sector Educación,JIRON 28 DE JULIO S/N,Huancavelica / Churcampa / Pachamarca,32,8,5
1244706,SAN MIGUEL,Secundaria,Pública - Sector Educación,JIRON LIMA S/N,Huancavelica / Churcampa / San Miguel de Mayocc,56,8,5
1244664,RAUL JIMENEZ CHAVEZ,Secundaria,Pública - Sector Educación,CARRETERA COBRIZA-HUANCAYO KM 40,Huancavelica / Churcampa / Paucarbamba,119,14,7
1104611,DANIEL ALCIDES CARRION,Secundaria,Pública - Sector Educación,WARI PATA S/N,Huancavelica / Churcampa / Pachamarca,95,13,6
1405497,CARLOS NORIEGA,Secundaria,Pública - Sector Educación,JIRON PROGRESO S/N,Huancavelica / Churcampa / Churcampa,58,8,5
1405539,SANTIAGO ANTUNEZ DE MAYOLO,Secundaria,Pública - Sector Educación,SAN MIGUEL DE ARMA S/N,Huancavelica / Churcampa / Anco,72,8,5
1405554,LEONCIO PRADO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Churcampa / Locroja,88,8,5
1311695,INGAHUASI,Secundaria,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica / Huaytará / Pilpichaca,64,9,5
1314194,PUEBLOS UNIDOS,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Huancavelica / Acoria,48,8,5
1314202,INCAÑAN UCHCUS,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Huancavelica / Yauli,78,9,5
1314236,MANUEL GONZALES PRADA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Acobamba / Marcas,45,8,5
1314244,JULIO RAMON RIBEYRO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Rosario,47,8,5
1314277,7 DE JUNIO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Ccochaccasa,103,10,6
1328038,JOSE CARLOS MARIATEGUI,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL HUARACCOPATA,Huancavelica / Angaraes / Secclla,42,9,5
1340843,RAMIRO VILLAVERDE LAZO,Secundaria,Privada - Particular,JIRON CORDOVA S/N,Huancavelica / Tayacaja / Pampas,18,7,5
1344738,MARISCAL CACERES,Secundaria,Pública - Sector Educación,JIRON ANDAHUAYLAS S/N,Huancavelica / Churcampa / El Carmen,66,8,5
1346683,PITAGORAS DE SAMOA,Secundaria,Privada - Particular,CERCADO S/N,Huancavelica / Huancavelica / Huancavelica,60,5,5
1349554,SAN FELIPE,Secundaria,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica / Huaytará / Pilpichaca,38,9,5
1349570,MIGUEL GRAU SEMINARIO,Secundaria,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica / Huaytará / Pilpichaca,59,9,5
1350727,ENRIQUE LOPEZ ALBUJAR,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Tayacaja / Pampas,36,8,5
1350735,MANUEL GONZALES PRADA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Acraquia,35,8,5
1350750,VILLA REAL,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Acostambo,61,9,5
1350768,JAVIER PRADO UGARTECHE,Secundaria,Pública - Sector Educación,AVENIDA PRINCIPAL S/N,Huancavelica / Tayacaja / Colcabamba,49,8,5
1350784,JUAN GUTEMBERG,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Pazos,46,8,5
1350792,SAN MARTIN DE PORRES,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Surcubamba,136,17,8
1350818,SAN FERNANDO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Tayacaja / Quichuas,68,7,5
1350826,SANTIAGO ANTUNEZ DE MAYOLO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Ahuaycha,81,7,5
1350859,JULIO CESAR TELLO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Huaribamba,84,8,5
1350867,MACISTE DIAZ ABAD,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / San Marcos de Rocchac,48,7,5
1350875,CESAR VALLEJO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Pampas,38,8,5
1351089,MARIANO MELGAR VALDIVIEZO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Acobamba / Anta,50,8,5
1358035,ASUNCION DEL SEÑOR,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Tintay Puncu,78,7,5
1403450,JOSE ANTONIO ENCINAS FRANCO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Huaytará / Pilpichaca,59,7,5
770719,RICARDO PALMA,Secundaria,Pública - Sector Educación,CAMINO AL CEMENTERIO S/N,Huancavelica / Churcampa / Paucarbamba,87,13,7
1369214,SEÑOR DE ATOCCASA,Secundaria,Pública - Sector Educación,JIRON SANTOS CHOCANO S/N,Huancavelica / Churcampa / Churcampa,166,16,8
1369222,CHRISTIAN BARNARD,Secundaria,Pública - Sector Educación,CARRETERA PAUCARBAMBA - HUANCHOS KM 5,Huancavelica / Churcampa / Paucarbamba,71,8,5
1370535,D'UNI,Secundaria,Privada - Particular,JIRON ARICA 219,Huancavelica / Huancavelica / Huancavelica,117,10,6
1376797,GERMAN CARO RIOS,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Tayacaja / Huaribamba,35,7,5
1379593,ABRAHAM VALDELOMAR PINTO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Pampas,112,12,5
1379601,DANIEL ALOMIA ROBLES,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL S/N,Huancavelica / Tayacaja / Colcabamba,63,8,5
1380187,CPED 36344 VALENTIN LOPEZ MOLINA,Secundaria,Pública - Sector Educación,CARRETERA HUANCAVELICA - PISCO,Huancavelica / Huancavelica / Huancavelica,24,5,4
1246347,NUESTRA SEÑORA DE LAS MERCEDES,Secundaria,Pública - Sector Educación,AVENIDA 13 DE MAYO S/N,Huancavelica / Churcampa / Churcampa,28,8,5
1246263,MANUEL GONZALES PRADA,Secundaria,Pública - Sector Educación,HUARIBAMBILLA,Huancavelica / Churcampa / Paucarbamba,48,8,5
1246388,FELIPE GUAMAN POMA DE AYALA,Secundaria,Pública - Sector Educación,PAMPALCA,Huancavelica / Churcampa / San Pedro de Coris,30,7,5
1380245,SAN JUAN DE PALTARUMI,Secundaria,Pública - Sector Educación,SAN JUAN DE PALTARUMI,Huancavelica / Tayacaja / Daniel Hernández,49,8,5
1380286,ALBERTO BENAVIDES DE LA QUINTANA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Lircay,110,12,5
1388859,MIGUEL GRAU SEMINARIO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Colcabamba,69,8,5
1413780,ALFONSO UGARTE VERNAL,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Acobamba / Anta,62,7,5
1414432,JOSE MARIA EGUREN,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Congalla,66,9,5
1415033,JOSE GALVEZ EGUSQUIZA,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Colcabamba,55,8,5
1416437,ALFONSO UGARTE Y VERNAL,Secundaria,Pública - Sector Educación,JIRON SAN CRISTOBAL S/N,Huancavelica / Tayacaja / Pampas,113,9,6
1420850,JOSE ABELARDO QUIÑONES GONZALES,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Huancavelica / Yauli,43,8,5
1423896,ALIPIO PONCE VASQUEZ,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL ISTAY,Huancavelica / Tayacaja / Salcabamba,75,7,5
1432475,LUIS FEDERICO SALAS GUEVARA SCHUTZ,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Andaymarca,53,8,5
1438068,PELAPATA,Secundaria,Pública - Sector Educación,PARQUE PLAZA PRINCIPAL S/N,Huancavelica / Huaytará / Pilpichaca,75,10,5
1441765,LUIS FEDERICO SALAS GUEVARA SHULTZ,Secundaria,Pública - Sector Educación,LA MERCED DE CHUPAS S/N,Huancavelica / Churcampa / Locroja,74,8,5
1453638,GABRIEL GARCIA MARQUEZ,Secundaria,Pública - Sector Educación,CARRETERA PRINCIPAL S/N,Huancavelica / Acobamba / Paucara,59,8,5
1466242,MILENIUM,Secundaria,Privada - Particular,JIRON AGUSTIN GAMARRA 430,Huancavelica / Huancavelica / Huancavelica,113,14,5
1466259,PEDRO RUIZ GALLO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Huancavelica / Acoria,69,8,5
1466267,JOSE FAUSTINO SANCHEZ CARRION,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Huancavelica / Acoria,57,8,5
1467547,RICARDO PALMA SORIANO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Acobamba / Anta,80,8,5
1469105,JUAN PABLO II,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Angaraes / Lircay,61,8,5
1470020,SAN ANTONIO,Secundaria,Pública - Sector Educación,PLAZA PRINCIPAL,Huancavelica / Tayacaja / Acostambo,55,9,5
1525419,NAVIO COMUN GAVILAN,Secundaria,Pública - Sector Educación,CARRETERA TAURIBAMBA,Huancavelica / Tayacaja / Huachocolpa,92,11,5
